step,evaluation_loss
157,9.300402641296387
314,0.41238752007484436
471,0.3662828207015991
628,0.3577406108379364
785,0.35684189200401306
942,0.355460524559021
1099,0.3551234304904938
1256,0.35468074679374695
1413,0.3548274636268616
1570,0.35513195395469666
1727,0.35523977875709534
1884,0.35482051968574524
2041,0.35494622588157654
2198,0.35485243797302246
2355,0.3549308478832245
2512,0.3549049496650696
2669,0.35538336634635925
2826,0.35539892315864563
2983,0.3557600677013397
3140,0.35556280612945557
3297,0.3553846478462219
3454,0.3556287884712219
3611,0.3558095097541809
3768,0.35566431283950806
3925,0.3555595278739929
4082,0.35599589347839355
4239,0.35590484738349915
4396,0.3559761345386505
4553,0.35591334104537964
4710,0.35601091384887695
4867,0.3560822606086731
5024,0.3560655415058136
5181,0.3560869097709656
5338,0.35612234473228455
5495,0.3561297655105591
5652,0.35611462593078613
5809,0.3561114966869354
5966,0.35611140727996826
6123,0.356112003326416
