step,evaluation_loss
312,10.649073600769043
624,3.3853275775909424
936,0.43929147720336914
1248,0.36444586515426636
1560,0.35953980684280396
1872,0.35744360089302063
2184,0.35631653666496277
2496,0.35580068826675415
2808,0.3554227948188782
3120,0.3554261326789856
3432,0.3550291657447815
3744,0.35482361912727356
4056,0.3546903431415558
4368,0.3545830249786377
4680,0.35462862253189087
4992,0.3545128107070923
5304,0.3546638786792755
5616,0.35448771715164185
5928,0.35463303327560425
6240,0.35456058382987976
6552,0.3545198440551758
6864,0.3544507622718811
7176,0.35447004437446594
7488,0.3544979989528656
7800,0.35434582829475403
8112,0.35454437136650085
8424,0.35445043444633484
8736,0.3545874357223511
9048,0.35454127192497253
9360,0.3545825183391571
9672,0.35460364818573
9984,0.3545815050601959
10296,0.354554682970047
10608,0.3545909523963928
10920,0.3545917272567749
11232,0.35459208488464355
11544,0.35458123683929443
11856,0.35457995533943176
12168,0.35457882285118103
12480,0.3545787036418915
