step,evaluation_loss
313,0.4300815463066101
626,0.3686104118824005
939,0.3611105978488922
1252,0.3585389256477356
1565,0.357544869184494
1878,0.3565751314163208
2191,0.35593774914741516
2504,0.35561999678611755
2817,0.35534101724624634
3130,0.3553629219532013
3443,0.3550749719142914
3756,0.35492992401123047
4069,0.35482221841812134
4382,0.3547484278678894
4695,0.35475969314575195
5008,0.3546344041824341
5321,0.35469695925712585
5634,0.3545893430709839
5947,0.3546465337276459
6260,0.35460034012794495
6573,0.3545415997505188
6886,0.35447683930397034
7199,0.35446393489837646
7512,0.3544887900352478
7825,0.3543722927570343
8138,0.35457995533943176
8451,0.3544712960720062
8764,0.3545830547809601
9077,0.354550838470459
9390,0.3545953929424286
9703,0.35459595918655396
10016,0.35456761717796326
10329,0.3545445501804352
10642,0.3545859456062317
10955,0.3545934557914734
11268,0.3545616567134857
11581,0.3545345962047577
11894,0.35453101992607117
12207,0.354525089263916
